"","durmths","ctg","ongoing","idem","tdem","pbal","censor"
"160",2,1,0,-4,8,0.0886100009083748,1
"161",2,1,0,-6,-8,0.655910015106201,1
"162",2,1,0,-8,10,0.592589974403381,1
"163",2,0,0,-7,-8,NA,1
"164",2,1,0,-9,NA,0.155890002846718,1
"165",2,1,0,-7,-9,0.243670001626015,1
"166",2,0,0,10,-9,0.997250020503998,1
"167",2,1,0,10,2,0.747370004653931,1
"168",2,0,0,10,NA,0.997500002384186,1
"169",2,1,0,-7,4,0.486999988555908,1
"170",2,1,0,NA,-10,0.65625,1
"171",2,0,0,10,0,0.996540009975433,1
"172",2,1,0,-7,-7,0.874499976634979,1
"173",2,0,0,-7,-7,0.544830024242401,1
"174",2,1,0,-8,7,0.709789991378784,1
"175",2,1,0,10,1,0.202309995889664,1
"176",2,1,0,-7,10,0.462810009717941,1
"177",2,1,0,NA,NA,NA,1
"178",2,0,0,-9,-7,0.592589974403381,1
"179",2,0,0,5,-9,0.986109972000122,1
"180",2,0,0,10,-9,0.998239994049072,1
"181",2,1,0,-5,10,0.206379994750023,1
"182",2,1,0,10,-10,0.817610025405884,1
"183",2,1,0,-9,-9,0.684819996356964,1
"184",2,0,0,-7,NA,0.663869976997375,1
"185",2,0,0,-6,-9,0.173010006546974,1
"186",2,1,0,-7,NA,0.387499988079071,1
"187",2,0,0,8,NA,NA,1
"188",2,1,0,-7,8,0.0931100025773048,1
"189",2,0,0,8,-9,0.906859993934631,1
"190",2,0,0,10,-1,0.998310029506683,1
"191",2,1,0,9,7,0.244259998202324,1
"192",2,1,0,9,3,0.823580026626587,1
"193",2,0,0,10,0,0.97545999288559,1
"194",2,0,0,10,-7,0.986840009689331,1
"195",2,0,0,NA,4,0.900579988956451,1
"196",2,0,0,10,-7,0.992479979991913,1
"197",2,0,1,8,NA,0.999840021133423,0
"198",2,0,0,8,-7,0.163980007171631,1
"199",2,0,0,8,0,0.979619979858398,1
"200",2,1,0,7,0,0.957610011100769,1
"201",2,1,0,-8,9,0.710430026054382,1
"202",2,0,0,10,-6,0.983060002326965,1
"203",2,1,0,10,-1,0.736199975013733,1
"204",2,0,0,10,0,0.978280007839203,1
"205",2,1,0,-8,-6,0.344090014696121,1
"206",2,1,0,-7,9,0.274980008602142,1
"207",2,0,0,10,-8,0.975090026855469,1
"208",2,0,0,-7,-9,0.0717099979519844,1
"209",2,0,0,10,-7,0.86243999004364,1
"210",2,0,0,10,4,0.970730006694794,1
"211",2,1,0,NA,-8,0.810530006885529,1
"212",2,0,0,10,-5,0.999149978160858,1
"213",2,0,0,8,-9,0.907540023326874,1
"214",2,0,0,10,9,0.818340003490448,1
"215",2,0,0,10,-8,0.720659971237183,1
"216",2,0,0,10,-7,0.904749989509583,1
"217",2,0,0,10,-3,0.991649985313416,1
"218",2,1,0,-5,-7,0.199290007352829,1
"219",2,1,0,1,10,0.947369992733002,1
"220",3,1,0,-5,-7,0.95441997051239,1
"221",3,1,0,3,9,0.176420003175735,1
"222",3,1,0,-10,NA,0.803569972515106,1
"223",3,NA,0,NA,10,NA,1
"224",3,0,0,10,NA,0.999930024147034,1
"225",3,1,0,NA,NA,NA,1
"226",3,0,0,10,5,0.98938000202179,1
"227",3,1,0,NA,NA,NA,1
"228",3,0,0,-7,-9,0.988789975643158,1
"229",3,1,0,-7,-7,0.429529994726181,1
"230",3,1,0,-7,-7,0.40625,1
"231",3,1,0,4,10,0.226009994745255,1
"232",3,0,0,10,-9,0.734019994735718,1
"233",3,1,0,-8,-1,0.555559992790222,1
"234",3,NA,0,NA,-6,NA,1
"235",3,1,0,-7,NA,0.00753000006079674,1
"236",3,NA,0,NA,-3,NA,1
"237",3,NA,0,NA,-9,NA,1
"238",3,1,0,-7,-7,0.570469975471497,1
"239",3,0,0,-8,10,0.257450014352798,1
"240",4,0,0,10,2,0.998080015182495,1
"241",4,1,0,-7,2,0.747309982776642,1
"242",4,0,0,10,NA,NA,1
"243",4,1,0,7,NA,0.208140000700951,1
"244",4,0,0,10,NA,0.994490027427673,1
"245",4,0,0,-7,-7,0.959800004959106,1
"246",4,1,0,10,NA,0.993179976940155,1
"247",4,1,0,NA,-3,0.892859995365143,1
"248",4,0,0,10,NA,NA,1
"249",4,1,0,7,-9,0.119170002639294,1
"250",4,1,0,-9,4,0.435900002717972,1
"251",4,0,0,10,-8,0.645990014076233,1
"252",4,0,0,10,-9,0.988960027694702,1
"253",4,1,0,9,-7,0.283120006322861,1
"254",4,1,0,-7,9,0.716880023479462,1
"255",4,0,0,NA,5,0.970870018005371,1
"256",4,1,0,-9,-9,0.935899972915649,1
"257",4,1,0,10,-7,0.759609997272491,1
"258",4,1,0,NA,7,0.791859984397888,1
"259",4,0,0,10,-8,0.96807998418808,1
"260",4,1,0,-9,NA,0.699999988079071,1
"261",4,0,0,10,0,0.997870028018951,1
"262",4,1,0,-10,-6,0.922339975833893,1
"263",4,0,0,10,-7,0.9826899766922,1
"264",5,0,0,-5,NA,0.97886997461319,1
"265",5,1,0,-7,-7,0.166669994592667,1
"266",5,0,0,10,-10,0.95932000875473,1
"267",5,NA,0,NA,9,NA,1
"268",5,1,0,-7,9,0.435050010681152,1
"269",5,0,0,10,-5,0.725530028343201,1
"270",5,1,0,-7,-7,0.874000012874603,1
"271",5,1,0,-7,-6,0.436320006847382,1
"272",5,0,0,-7,-7,0.797490000724792,1
"273",5,1,0,9,-8,0.28957000374794,1
"274",5,1,0,9,-7,0.180409997701645,1
"275",5,0,0,-7,-3,0.998049974441528,1
"276",5,1,0,-9,7,0.880829989910126,1
"277",5,0,0,10,-9,0.986299991607666,1
"278",5,1,0,4,-9,0.91210001707077,1
"279",5,NA,0,NA,3,NA,1
"280",5,1,0,-7,-7,0.126000002026558,1
"281",5,1,0,4,NA,0.906120002269745,1
"282",5,0,0,-7,-7,0.989350020885468,1
"283",5,1,0,-7,-7,0.124499998986721,1
"284",5,0,0,-9,-7,0.303030014038086,1
"285",5,1,0,-7,-3,0.0473599992692471,1
"286",5,0,0,10,8,0.995019972324371,1
"287",5,NA,0,NA,0,NA,1
"288",5,1,0,-9,-1,0.964129984378815,1
"289",5,NA,1,NA,-9,NA,0
"290",5,NA,1,NA,-6,NA,0
"291",5,0,0,10,-5,0.955229997634888,1
"292",5,0,0,10,2,0.989279985427856,1
"293",5,0,0,-7,-8,0.998019993305206,1
"294",5,0,0,8,-5,0.706759989261627,1
"295",6,1,0,-9,-7,0.773890018463135,1
"296",6,0,0,-7,NA,0.42153000831604,1
"297",6,1,0,-7,-7,0.991140007972717,1
"298",6,0,0,-7,0,0.252920001745224,1
"299",6,1,0,-7,0,0.293220013380051,1
"300",6,1,0,4,NA,0.677519977092743,1
"301",6,1,0,NA,-4,0.814480006694794,1
"302",6,1,0,10,-6,0.990689992904663,1
"303",6,0,0,10,NA,NA,1
"304",6,0,0,10,-9,0.991310000419617,1
"305",6,0,0,-9,-9,0.484759986400604,1
"306",6,1,0,NA,NA,0.52564001083374,1
"307",6,0,0,-7,NA,0.947880029678345,1
"308",6,1,0,-5,10,0.254629999399185,1
"309",6,1,0,-8,-8,0.940299987792969,1
"310",6,1,0,9,3,0.823580026626587,1
"311",6,1,0,-9,0,0.464639991521835,1
"312",6,0,0,10,-7,0.995389997959137,1
"313",6,1,0,-6,-3,0.373129993677139,1
"314",6,1,0,-8,4,0.452230006456375,1
"315",6,1,0,10,-7,0.187790006399155,1
"316",6,1,0,-7,0,0.579599976539612,1
"317",6,1,0,-8,-8,0.0597000010311604,1
"318",6,0,0,10,-7,0.187179997563362,1
"319",7,1,0,10,1,0.199149996042252,1
"320",7,1,0,-6,10,0.00930999964475632,1
"321",7,0,0,10,-7,0.922699987888336,1
"322",7,1,0,3,9,0.176420003175735,1
"323",7,1,0,8,-7,0.542859971523285,1
"324",7,0,0,10,7,0.988390028476715,1
"325",7,0,0,NA,NA,NA,1
"326",7,1,0,-9,-9,0.761089980602264,1
"327",7,1,0,-7,-5,0.410030007362366,1
"328",7,0,0,10,NA,NA,1
"329",7,1,0,-7,-9,0.580179989337921,1
"330",7,0,0,10,-7,0.985220015048981,1
"331",7,NA,0,NA,2,NA,1
"332",7,0,0,10,-7,0.688610017299652,1
"333",7,1,0,-7,-1,0.70345002412796,1
"334",7,0,0,10,-9,0.748560011386871,1
"335",7,NA,0,NA,-7,NA,1
"336",7,0,0,-9,-9,0.531019985675812,1
"337",7,1,0,-9,-7,0.419820010662079,1
"338",7,1,0,-7,10,0.520160019397736,1
"339",8,NA,1,NA,-4,NA,0
"340",8,NA,0,NA,0,NA,1
"341",8,1,0,-7,-4,0.553849995136261,1
"342",8,0,0,-9,-7,0.206019997596741,1
"343",8,NA,1,NA,-7,NA,0
"344",8,1,0,-9,9,0.366279989480972,1
"345",8,1,0,-8,NA,NA,1
"346",8,1,0,-9,-7,0.161719992756844,1
"347",8,1,0,9,-9,0.680180013179779,1
"348",8,0,0,-10,-10,0.690140008926392,1
"349",8,1,0,3,9,0.146939992904663,1
"350",9,1,0,-5,10,0.674889981746674,1
"351",9,0,0,-6,10,0.330139994621277,1
"352",9,1,0,-9,NA,0.436940014362335,1
"353",9,1,0,-7,0,0.941150009632111,1
"354",9,NA,0,NA,-8,NA,1
"355",9,1,0,10,0,0.989520013332367,1
"356",9,1,0,-7,9,0.80470997095108,1
"357",9,1,0,-8,-8,0.0391700007021427,1
"358",9,0,1,10,-8,0.998279988765717,0
"359",9,0,0,-4,10,0.489050000905991,1
"360",9,0,0,10,10,0.999119997024536,1
"361",9,NA,0,NA,-5,NA,1
"362",9,1,0,9,-9,0.633719980716705,1
"363",9,0,0,4,0,0.97172999382019,1
"364",9,0,0,10,-6,0.999400019645691,1
"365",9,1,0,-10,10,0.342720001935959,1
"366",9,1,0,-9,-6,0.698109984397888,1
"367",9,1,0,-7,-7,0.171100005507469,1
"368",9,1,0,-4,NA,0.185519993305206,1
"369",10,NA,0,NA,0,NA,1
"370",10,1,0,-7,9,0.80470997095108,1
"371",10,1,0,-2,10,0.53100997209549,1
"372",10,1,0,-8,-5,0.474720001220703,1
"373",10,1,0,-7,10,0.812009990215302,1
"374",10,1,0,4,-8,0.904640018939972,1
"375",10,0,0,10,9,0.997489988803864,1
"376",10,1,0,10,-7,0.187989994883537,1
"377",10,1,0,-8,2,0.99440997838974,1
"378",10,1,0,4,-8,0.893850028514862,1
"379",10,1,0,10,-7,0.151629999279976,1
"380",10,1,0,1,10,0.797689974308014,1
"381",10,1,0,10,-2,0.468989998102188,1
"382",10,1,0,-5,-8,0.525279998779297,1
"383",10,1,0,-7,10,0.848370015621185,1
"384",10,1,0,NA,0,0.957610011100769,1
"385",11,1,0,9,-7,0.982270002365112,1
"386",11,0,0,10,10,0.947790026664734,1
"387",11,1,0,-7,NA,0.785809993743896,1
"388",11,1,0,9,3,0.823580026626587,1
"389",11,1,0,9,-7,0.564949989318848,1
"390",11,1,0,-10,-5,0.878979980945587,1
"391",11,1,0,-8,10,0.591840028762817,1
"392",11,1,0,-9,NA,0.780950009822845,1
"393",11,1,0,2,10,0.204549998044968,1
"394",12,1,0,-5,-10,0.121019996702671,1
"395",12,0,0,-3,-8,0.0476099997758865,1
"396",12,1,0,-10,10,0.141100004315376,1
"397",12,0,0,-3,-9,0.610889971256256,1
"398",12,1,0,10,0,0.839810013771057,1
"399",12,1,0,10,-10,0.858900010585785,1
"400",12,1,0,9,-7,0.195289999246597,1
"401",12,0,0,-3,-8,0.481720000505447,1
"402",12,0,0,5,-6,0.988870024681091,1
"403",12,1,0,NA,NA,0.47435998916626,1
"404",12,1,0,9,-9,0.537660002708435,1
"405",12,1,0,-5,-7,0.827049970626831,1
"406",13,0,0,-7,NA,0.993330001831055,1
"407",13,0,0,10,NA,0.992039978504181,1
"408",13,1,0,-8,10,0.979019999504089,1
"409",13,0,0,-2,10,0.352200001478195,1
"410",13,1,0,4,-10,0.994830012321472,1
"411",14,1,1,-7,-7,0.321139991283417,0
"412",14,1,0,-8,-7,0.403140008449554,1
"413",14,0,0,-7,10,0.129999995231628,1
"414",14,1,0,-8,-10,0.346529990434647,1
"415",14,1,0,5,-9,0.979920029640198,1
"416",14,1,0,7,-7,0.911629974842072,1
"417",15,1,0,10,5,0.611349999904633,1
"418",15,0,0,10,0,0.978280007839203,1
"419",15,0,0,-5,-9,0.535860002040863,1
"420",15,1,0,10,2,0.79544997215271,1
"421",15,1,0,0,10,0.00689999992027879,1
"422",15,1,0,3,9,0.146939992904663,1
"423",15,1,0,9,3,0.853060007095337,1
"424",15,0,0,-9,-9,0.0411499999463558,1
"425",15,NA,0,NA,-10,NA,1
"426",15,1,0,5,10,0.388650000095367,1
"427",15,0,0,-6,-9,0.182459995150566,1
"428",16,1,0,NA,NA,0.5,1
"429",16,0,0,10,-9,0.984610021114349,1
"430",16,1,0,-7,-7,0.915069997310638,1
"431",16,0,0,10,-4,0.9860600233078,1
"432",16,0,0,10,5,0.99702000617981,1
"433",16,1,0,-7,-7,0.0849300026893616,1
"434",16,NA,0,NA,0,NA,1
"435",16,0,0,9,10,0.939580023288727,1
"436",16,1,0,-7,10,0.56521999835968,1
"437",16,NA,0,NA,-9,NA,1
"438",16,0,0,-7,-7,0.98387998342514,1
"439",16,1,0,-7,-7,0.82889997959137,1
"440",17,0,0,NA,-3,NA,1
"441",17,0,0,8,0,0.986349999904633,1
"442",17,1,0,-4,-9,0.755760014057159,1
"443",17,1,0,9,2,0.790910005569458,1
"444",17,0,0,-9,0,0.89452999830246,1
"445",18,0,0,10,-3,0.997309982776642,1
"446",18,0,0,-7,-7,0.947000026702881,1
"447",18,NA,0,NA,NA,NA,1
"448",18,1,0,-7,-7,0.970499992370605,1
"449",18,1,1,8,3,0.983049988746643,0
"450",18,0,0,10,0,0.97545999288559,1
"451",18,1,0,-3,-8,0.479689985513687,1
"452",18,0,0,10,0,0.99371999502182,1
"453",19,1,0,4,NA,0.421050012111664,1
"454",19,0,0,8,0,0.979619979858398,1
"455",19,1,0,10,-9,0.699509978294373,1
"456",19,1,0,NA,NA,NA,1
"457",19,1,0,9,5,0.811760008335114,1
"458",19,0,0,8,-7,0.982720017433167,1
"459",19,0,0,10,-1,0.997879981994629,1
"460",20,1,0,10,-6,0.988009989261627,1
"461",20,1,0,10,-1,0.778519988059998,1
"462",20,0,0,10,0,0.996540009975433,1
"463",21,1,0,-5,4,0.637170016765594,1
"464",21,1,1,-9,-7,0.28889000415802,0
"465",21,1,0,-5,10,0.746840000152588,1
"466",21,1,0,-9,-7,0.793839991092682,1
"467",21,1,0,-1,10,0.222969993948936,1
"468",22,1,0,-7,-7,0.608699977397919,1
"469",22,0,0,10,-6,NA,1
"470",22,1,0,-7,10,0.0148799996823072,1
"471",22,1,0,-7,10,0.0439999997615814,1
"472",22,1,1,-7,-7,0.653429985046387,0
"473",22,1,0,-7,10,0.467590004205704,1
"474",22,1,0,10,-7,0.532410025596619,1
"475",23,0,0,5,-7,0.997910022735596,1
"476",23,1,0,-1,0,0.446429997682571,1
"477",23,0,0,10,0,0.993099987506866,1
"478",23,1,0,-7,NA,0.409579992294312,1
"479",23,1,0,0,-1,0.553569972515106,1
"480",23,1,0,-7,-7,0.736159980297089,1
"481",23,1,0,-6,-9,0.622669994831085,1
"482",23,1,0,-7,NA,0.868009984493256,1
"483",24,1,0,-6,10,0.0112500004470348,1
"484",25,0,0,-7,-7,0.98769998550415,1
"485",25,1,0,-7,2,0.10487999767065,1
"486",25,1,0,-1,5,0.611109972000122,1
"487",25,1,0,NA,NA,NA,1
"488",25,0,0,8,-9,0.993619978427887,1
"489",25,1,0,5,-1,0.388889998197556,1
"490",25,0,0,8,-9,0.904429972171783,1
"491",25,1,0,2,-7,0.895120024681091,1
"492",26,0,0,8,-7,0.988330006599426,1
"493",26,1,0,-7,-7,0.254209995269775,1
"494",26,1,0,NA,10,0.8194699883461,1
"495",26,0,0,-5,-7,0.939719974994659,1
"496",28,1,0,-6,-10,0.571430027484894,1
"497",28,1,0,-9,1,0.600000023841858,1
"498",29,1,0,10,NA,0.180529996752739,1
"499",29,1,0,-7,-10,0.305720001459122,1
"500",29,0,0,-7,-7,0.957690000534058,1
"501",29,1,0,-7,-8,0.846149981021881,1
"502",29,1,0,-10,-7,0.694280028343201,1
"503",30,1,0,10,-7,0.494379997253418,1
"504",30,0,0,8,-7,0.992749989032745,1
"505",30,1,0,-7,10,0.505620002746582,1
"506",30,0,0,-7,-7,0.613600015640259,1
"507",31,1,0,-7,0,0.854049980640411,1
"508",31,1,0,-7,2,0.0909100025892258,1
"509",32,0,0,10,10,0.0245399996638298,1
"510",32,0,0,-8,-6,0.961300015449524,1
"511",32,1,0,-7,NA,0.928470015525818,1
"512",32,1,0,-7,-6,0.436320006847382,1
"513",33,1,0,-5,10,0.898729979991913,1
"514",34,1,0,-6,-7,0.563679993152618,1
"515",34,NA,0,NA,-7,NA,1
"516",34,1,0,-8,-7,0.969780027866364,1
"517",34,1,0,10,10,0.016780000180006,1
"518",34,1,0,9,-9,0.671050012111664,1
"519",35,1,0,-5,-3,0.351850003004074,1
"520",36,NA,0,NA,10,NA,1
"521",36,1,1,9,0,0.892220020294189,0
"522",36,1,0,-8,8,0.97936999797821,1
"523",37,NA,0,NA,-6,NA,1
"524",37,1,0,9,0,0.883660018444061,1
"525",37,1,0,10,4,0.00700000021606684,1
"526",37,1,0,-7,-8,0.579879999160767,1
"527",38,1,0,NA,8,0.11523000150919,1
"528",38,1,0,8,NA,0.884769976139069,1
"529",38,0,0,-10,-9,0.505240023136139,1
"530",39,1,0,-7,-7,0.59375,1
"531",41,0,0,5,-3,0.428039997816086,1
"532",42,1,0,10,10,0.0804499983787537,1
"533",42,1,0,-5,-9,0.760140001773834,1
"534",42,1,0,-7,-7,0.82261997461319,1
"535",42,1,0,-9,-10,0.37661999464035,1
"536",42,1,0,-3,NA,0.872759997844696,1
"537",43,1,0,8,-7,0.848169982433319,1
"538",44,1,0,-8,9,0.691200017929077,1
"539",44,1,0,4,-7,0.885219991207123,1
"540",44,NA,0,NA,2,NA,1
"541",44,1,0,9,-8,0.308800011873245,1
"542",44,0,0,-7,-7,0.790769994258881,1
"543",44,1,0,-10,-6,0.324319988489151,1
"544",44,1,0,NA,-7,0.0715299993753433,1
"545",45,1,0,4,-9,0.564100027084351,1
"546",45,1,0,4,-8,0.547770023345947,1
"547",45,0,0,4,0,0.974640011787415,1
"548",47,1,0,4,-9,0.909210026264191,1
"549",47,1,0,2,-7,0.908089995384216,1
"550",47,0,0,10,-3,0.985939979553223,1
"551",48,1,0,4,4,0.886389970779419,1
"552",48,NA,0,NA,0,NA,1
"553",49,1,0,-4,8,0.0851999968290329,1
"554",49,1,0,-9,-7,0.102719999849796,1
"555",50,1,0,-7,0,0.868929982185364,1
"556",51,1,0,-7,8,0.720889985561371,1
"557",51,1,0,8,-7,0.279110014438629,1
"558",54,1,0,10,NA,0.98487001657486,1
"559",54,0,0,10,-9,0.996410012245178,1
"560",55,0,0,-7,-10,0.858030021190643,1
"561",56,1,0,10,0,0.991119980812073,1
"562",56,1,0,-5,-9,0.520959973335266,1
"563",56,0,1,-7,-7,0.915069997310638,0
"564",60,0,1,10,NA,0.993950009346008,0
"565",61,0,0,10,-9,0.996389985084534,1
"566",63,1,0,-10,-10,0.97341001033783,1
"567",63,1,0,10,-5,0.953689992427826,1
"568",63,0,0,-7,0,0.954859972000122,1
"569",63,0,0,5,-9,0.99456000328064,1
"570",64,0,1,-7,-7,0.949329972267151,0
"571",64,1,1,-7,-7,0.128969997167587,0
"572",64,1,0,-9,8,0.925729990005493,1
"573",65,1,0,7,-7,0.123879998922348,1
"574",65,1,0,4,10,0.945949971675873,1
"575",68,1,0,-8,-7,0.976909995079041,1
"576",69,1,0,-7,-3,0.440530002117157,1
"577",70,NA,0,NA,0,NA,1
"578",70,NA,0,NA,9,NA,1
"579",70,NA,0,NA,-7,NA,1
"580",70,0,1,-7,-9,0.982550024986267,0
"581",71,0,1,10,NA,0.995999991893768,0
"582",74,NA,0,NA,NA,NA,1
